"date","time","scan","ID1","behavior","ID2"
"20/11/2017","12:00:26",1,"Ghineau","marginal-contact","Raimee"
"20/11/2017","12:00:31",1,"Tushi","marginal-contact","Gaby"
"20/11/2017","12:00:41",1,"Giambo","marginal-contact","Tushi"
"20/11/2017","12:00:46",1,"Gaby","marginal-contact","Fons"
"20/11/2017","12:10:06",2,"Tushi","marginal-contact","Giambo"
"20/11/2017","12:10:10",2,"Tushi","marginal-contact","Gaby"
"20/11/2017","12:10:13",2,"Gaby","marginal-contact","Giambo"
"20/11/2017","12:10:17",2,"Gaby","marginal-contact","Tesua"
"20/11/2017","12:20:11",3,"Tushi","marginal-contact","Gaby"
"20/11/2017","12:20:16",3,"Tushi","marginal-contact","Giambo"
"20/11/2017","12:20:24",3,"Gaby","marginal-contact","Tesua"
"20/11/2017","12:20:27",3,"Tesua","marginal-contact","Fons"
"20/11/2017","12:30:05",4,"Tushi","marginal-contact","Gaby"
"20/11/2017","12:30:17",4,"Tushi","marginal-contact","Giambo"
"20/11/2017","12:30:21",4,"Gaby","marginal-contact","Tesua"
"20/11/2017","12:30:25",4,"Tesua","marginal-contact","Fons"
"20/11/2017","12:40:08",5,"Roosje","body-contact","Jimmie"
"20/11/2017","12:40:21",5,"Gaby","marginal-contact","Fons"
"20/11/2017","12:40:25",5,"Giambo","marginal-contact","Fons"
"20/11/2017","12:40:33",5,"Fons","body-contact","Jing"
"20/11/2017","12:40:38",5,"Moni","body-contact","Ghineau"
"20/11/2017","12:50:10",6,"Ghineau","marginal-contact","Moni"
"20/11/2017","12:50:13",6,"Giambo","marginal-contact","Moni"
"20/11/2017","12:50:27",6,"Gaby","marginal-contact","Roosje"
"20/11/2017","12:50:33",6,"Gaby","body-contact","Tesua"
"20/11/2017","12:50:37",6,"Tesua","marginal-contact","Roosje"
"20/11/2017","12:50:47",6,"Tushi","marginal-contact","Giambo"
"20/11/2017","12:50:50",6,"Tushi","marginal-contact","Moni"
"20/11/2017","12:50:54",6,"Tushi","marginal-contact","Morami"
"20/11/2017","13:00:10",7,"Tushi","body-contact","Giambo"
"20/11/2017","13:00:14",7,"Giambo","marginal-contact","Gaby"
"20/11/2017","13:00:18",7,"Giambo","body-contact","Roosje"
"20/11/2017","13:00:28",7,"Ghineau","marginal-contact","Moni"
"20/11/2017","13:00:33",7,"Ghineau","marginal-contact","Roosje"
"20/11/2017","13:00:44",7,"Raimee","marginal-contact","Giambo"
"20/11/2017","13:00:52",7,"Erika","body-contact","Tesua"
"20/11/2017","13:10:17",8,"Giambo","body-contact","Tesua"
"20/11/2017","13:10:40",8,"Erika","marginal-contact","Moni"
"20/11/2017","13:10:47",8,"Erika","marginal-contact","Geisha"
"20/11/2017","13:11:38",8,"Ghineau","marginal-contact","Moni"
"20/11/2017","13:20:16",9,"Moniek","marginal-contact","Jimmie"
"20/11/2017","13:20:23",9,"Roosje","body-contact","Giambo"
"20/11/2017","13:20:40",9,"Giambo","body-contact","Tushi"
"20/11/2017","13:20:57",9,"Raimee","marginal-contact","Moni"
"20/11/2017","13:30:07",10,"Moni","marginal-contact","Geisha"
"20/11/2017","13:30:11",10,"Moni","marginal-contact","Raimee"
"20/11/2017","13:30:26",10,"Geisha","marginal-contact","Erika"
"20/11/2017","13:30:32",10,"Roosje","body-contact","Giambo"
"20/11/2017","13:30:36",10,"Giambo","marginal-contact","Tushi"
"20/11/2017","13:30:41",10,"Giambo","marginal-contact","Gaby"
"21/11/2017","10:00:09",1,"Ghineau","marginal-contact","Raimee"
"21/11/2017","10:00:20",1,"Raimee","marginal-contact","Tushi"
"21/11/2017","10:10:26",2,"Tushi","marginal-contact","Gaby"
"21/11/2017","10:10:31",2,"Gaby","marginal-contact","Raimee"
"21/11/2017","10:10:37",2,"Tesua","marginal-contact","Raimee"
"21/11/2017","10:10:46",2,"Jing","marginal-contact","Moniek"
"21/11/2017","10:11:08",2,"Moniek","marginal-contact","Roosje"
"21/11/2017","10:11:11",2,"Roosje","marginal-contact","Jing"
"21/11/2017","10:11:14",2,"Morami","marginal-contact","Erika"
"21/11/2017","10:20:05",3,"Gaby","body-contact","Raimee"
"21/11/2017","10:20:12",3,"Raimee","body-contact","Tushi"
"21/11/2017","10:20:19",3,"Erika","marginal-contact","Morami"
"21/11/2017","10:20:21",3,"Erika","marginal-contact","Moniek"
"21/11/2017","10:20:23",3,"Morami","marginal-contact","Moniek"
"21/11/2017","10:30:18",4,"Geisha","marginal-contact","Tesua"
"21/11/2017","10:30:23",4,"Roosje","body-contact","Jimmie"
"21/11/2017","10:30:29",4,"Giambo","marginal-contact","Raimee"
"21/11/2017","10:30:32",4,"Giambo","marginal-contact","Gaby"
"21/11/2017","10:30:36",4,"Giambo","marginal-contact","Tushi"
"21/11/2017","10:30:39",4,"Raimee","body-contact","Gaby"
"21/11/2017","10:40:01",5,"Geisha","marginal-contact","Tesua"
"21/11/2017","10:40:05",5,"Roosje","body-contact","Jimmie"
"21/11/2017","10:40:12",5,"Giambo","marginal-contact","Tushi"
"21/11/2017","10:40:28",5,"Tushi","marginal-contact","Raimee"
"21/11/2017","10:40:37",5,"Raimee","body-contact","Gaby"
"21/11/2017","10:50:02",6,"Geisha","marginal-contact","Tesua"
"21/11/2017","10:50:08",6,"Giambo","marginal-contact","Tushi"
"21/11/2017","10:50:22",6,"Tushi","marginal-contact","Gaby"
"21/11/2017","10:50:26",6,"Raimee","body-contact","Gaby"
"21/11/2017","11:00:00",7,"Geisha","marginal-contact","Tesua"
"21/11/2017","11:00:03",7,"Tushi","marginal-contact","Raimee"
"21/11/2017","11:00:06",7,"Raimee","marginal-contact","Gaby"
"21/11/2017","11:00:11",7,"Gaby","marginal-contact","Giambo"
"21/11/2017","11:00:18",7,"Giambo","marginal-contact","Fons"
"21/11/2017","11:10:05",8,"Jing","marginal-contact","Fons"
"21/11/2017","11:20:05",9,"Gaby","marginal-contact","Giambo"
"21/11/2017","11:20:09",9,"Gaby","marginal-contact","Tushi"
"21/11/2017","11:20:27",9,"Jing","marginal-contact","Fons"
"21/11/2017","11:30:08",10,"Gaby","marginal-contact","Giambo"
"21/11/2017","11:30:17",10,"Gaby","marginal-contact","Tushi"
"21/11/2017","11:30:30",10,"Jing","marginal-contact","Fons"
"23/11/2017","10:30:38",1,"Fons","marginal-contact","Tushi"
"23/11/2017","10:30:41",1,"Tushi","marginal-contact","Giambo"
"23/11/2017","10:30:45",1,"Tushi","marginal-contact","Roosje"
"23/11/2017","10:30:48",1,"Roosje","body-contact","Gaby"
"23/11/2017","10:40:12",2,"Tushi","marginal-contact","Raimee"
"23/11/2017","10:40:16",2,"Raimee","marginal-contact","Giambo"
"23/11/2017","10:40:24",2,"Gaby","marginal-contact","Fons"
"23/11/2017","10:40:27",2,"Fons","marginal-contact","Tushi"
"23/11/2017","10:50:23",3,"Raimee","body-contact","Gaby"
"23/11/2017","10:50:26",3,"Raimee","marginal-contact","Tesua"
"23/11/2017","10:50:31",3,"Tesua","body-contact","Gaby"
"23/11/2017","10:50:35",3,"Tushi","body-contact","Gaby"
"23/11/2017","10:50:38",3,"Tushi","marginal-contact","Giambo"
"23/11/2017","11:00:37",4,"Tesua","body-contact","Gaby"
"23/11/2017","11:00:59",4,"Moni","marginal-contact","Roosje"
"23/11/2017","11:10:11",5,"Gaby","body-contact","Tesua"
"23/11/2017","11:10:15",5,"Gaby","marginal-contact","Tushi"
"23/11/2017","11:10:18",5,"Tesua","marginal-contact","Tushi"
"23/11/2017","11:10:32",5,"Moni","marginal-contact","Geisha"
"23/11/2017","11:20:14",6,"Tesua","body-contact","Gaby"
"23/11/2017","11:20:17",6,"Tushi","body-contact","Gaby"
"23/11/2017","11:20:41",6,"Ghineau","marginal-contact","Geisha"
"23/11/2017","11:30:05",7,"Giambo","marginal-contact","Gaby"
"23/11/2017","11:30:08",7,"Gaby","body-contact","Tesua"
"23/11/2017","11:30:11",7,"Tesua","marginal-contact","Tushi"
"23/11/2017","11:30:13",7,"Tushi","marginal-contact","Gaby"
"23/11/2017","11:30:26",7,"Ghineau","marginal-contact","Erika"
"23/11/2017","11:30:29",7,"Ghineau","marginal-contact","Geisha"
"23/11/2017","11:30:33",7,"Ghineau","marginal-contact","Moni"
"23/11/2017","11:40:13",8,"Gaby","body-contact","Tesua"
"23/11/2017","11:40:23",8,"Tushi","marginal-contact","Gaby"
"23/11/2017","11:40:28",8,"Moni","marginal-contact","Erika"
"23/11/2017","11:50:24",9,"Tushi","marginal-contact","Giambo"
"23/11/2017","11:50:39",9,"Jing","marginal-contact","Fons"
"23/11/2017","12:00:18",10,"Tushi","body-contact","Giambo"
"23/11/2017","12:00:29",10,"Roosje","body-contact","Ghineau"
"23/11/2017","12:00:36",10,"Roosje","body-contact","Tesua"
"24/11/2017","13:30:24",1,"Roosje","marginal-contact","Geisha"
"24/11/2017","13:30:39",1,"Jing","marginal-contact","Ghineau"
"24/11/2017","13:30:42",1,"Jimmie","marginal-contact","Tesua"
"24/11/2017","13:40:05",2,"Gaby","marginal-contact","Raimee"
"24/11/2017","13:40:12",2,"Raimee","marginal-contact","Giambo"
"24/11/2017","13:49:50",3,"Jing","marginal-contact","Fons"
"24/11/2017","13:49:58",3,"Raimee","body-contact","Giambo"
"24/11/2017","13:50:06",3,"Raimee","marginal-contact","Gaby"
"24/11/2017","13:50:23",3,"Moni","marginal-contact","Ghineau"
"24/11/2017","14:00:03",4,"Jing","marginal-contact","Giambo"
"24/11/2017","14:00:07",4,"Tushi","marginal-contact","Gaby"
"24/11/2017","14:00:11",4,"Morami","marginal-contact","Geisha"
"24/11/2017","14:10:11",5,"Giambo","marginal-contact","Fons"
"24/11/2017","14:20:30",6,"Giambo","marginal-contact","Fons"
"24/11/2017","14:40:04",8,"Tesua","marginal-contact","Morami"
"24/11/2017","14:40:13",8,"Morami","marginal-contact","Tushi"
"24/11/2017","14:50:39",9,"Geisha","marginal-contact","Fons"
"24/11/2017","14:50:43",9,"Fons","marginal-contact","Moniek"
"24/11/2017","15:00:07",10,"Giambo","marginal-contact","Morami"
"24/11/2017","15:00:11",10,"Gaby","marginal-contact","Tushi"
"24/11/2017","15:00:15",10,"Raimee","marginal-contact","Tushi"
"27/11/2017","14:30:14",1,"Jing","marginal-contact","Giambo"
"27/11/2017","14:30:20",1,"Geisha","body-contact","Moni"
"27/11/2017","14:30:24",1,"Geisha","marginal-contact","Gaby"
"27/11/2017","14:40:32",2,"Geisha","marginal-contact","Moni"
"27/11/2017","14:40:35",2,"Morami","marginal-contact","Moni"
"27/11/2017","14:50:33",3,"Gaby","body-contact","Tushi"
"27/11/2017","14:50:36",3,"Tushi","marginal-contact","Ghineau"
"27/11/2017","14:50:48",3,"Morami","marginal-contact","Moni"
"27/11/2017","15:00:15",4,"Raimee","body-contact","Gaby"
"27/11/2017","15:00:39",4,"Tesua","marginal-contact","Tushi"
"27/11/2017","15:10:24",5,"Ghineau","body-contact","Tushi"
"27/11/2017","15:10:32",5,"Jing","marginal-contact","Fons"
"27/11/2017","15:10:41",5,"Morami","marginal-contact","Tesua"
"27/11/2017","15:10:55",5,"Moniek","marginal-contact","Moni"
"27/11/2017","15:20:44",6,"Tushi","body-contact","Morami"
"27/11/2017","15:20:49",6,"Tushi","marginal-contact","Tesua"
"27/11/2017","15:20:52",6,"Moni","body-contact","Tesua"
"27/11/2017","15:30:40",7,"Geisha","marginal-contact","Moni"
"27/11/2017","15:40:24",8,"Roosje","marginal-contact","Tushi"
"27/11/2017","15:40:26",8,"Tushi","marginal-contact","Giambo"
"27/11/2017","15:40:41",8,"Geisha","body-contact","Moni"
"27/11/2017","15:50:08",9,"Tushi","marginal-contact","Moni"
"28/11/2017","13:10:12",2,"Moni","marginal-contact","Raimee"
"28/11/2017","13:10:18",2,"Raimee","body-contact","Roosje"
"28/11/2017","13:10:23",2,"Roosje","marginal-contact","Morami"
"28/11/2017","13:10:27",2,"Roosje","marginal-contact","Geisha"
"28/11/2017","13:10:36",2,"Raimee","marginal-contact","Morami"
"28/11/2017","13:11:07",2,"Tesua","marginal-contact","Morami"
"28/11/2017","13:11:19",2,"Giambo","body-contact","Geisha"
"28/11/2017","13:20:09",3,"Raimee","body-contact","Roosje"
"28/11/2017","13:20:41",3,"Giambo","marginal-contact","Moni"
"28/11/2017","13:30:04",4,"Gaby","marginal-contact","Tushi"
"28/11/2017","13:30:13",4,"Moni","body-contact","Ghineau"
"28/11/2017","13:30:23",4,"Roosje","body-contact","Raimee"
"28/11/2017","13:40:06",5,"Roosje","body-contact","Raimee"
"28/11/2017","13:40:20",5,"Roosje","body-contact","Geisha"
"28/11/2017","13:50:14",6,"Roosje","marginal-contact","Moniek"
"28/11/2017","14:10:32",8,"Jing","marginal-contact","Tesua"
"28/11/2017","14:10:34",8,"Jing","marginal-contact","Moniek"
"28/11/2017","14:10:40",8,"Moniek","marginal-contact","Tesua"
"28/11/2017","14:10:43",8,"Tesua","marginal-contact","Giambo"
"28/11/2017","14:10:47",8,"Tushi","marginal-contact","Jimmie"
"28/11/2017","14:20:17",9,"Ghineau","marginal-contact","Raimee"
"28/11/2017","14:20:23",9,"Raimee","marginal-contact","Gaby"
"28/11/2017","14:20:29",9,"Geisha","marginal-contact","Gaby"
"28/11/2017","14:20:38",9,"Geisha","marginal-contact","Ghineau"
"28/11/2017","14:21:00",9,"Roosje","marginal-contact","Morami"
"28/11/2017","14:30:17",10,"Tesua","marginal-contact","Giambo"
"30/11/2017","11:15:22",1,"Fons","marginal-contact","Roosje"
"30/11/2017","11:15:40",1,"Giambo","marginal-contact","Roosje"
"30/11/2017","11:15:50",1,"Morami","marginal-contact","Moni"
"30/11/2017","11:15:52",1,"Moniek","marginal-contact","Moni"
"30/11/2017","11:25:12",2,"Roosje","marginal-contact","Morami"
"30/11/2017","11:35:10",3,"Ghineau","marginal-contact","Tushi"
"30/11/2017","11:45:14",4,"Tesua","marginal-contact","Moniek"
"30/11/2017","11:45:24",4,"Tesua","marginal-contact","Morami"
"30/11/2017","11:55:14",5,"Fons","marginal-contact","Roosje"
"30/11/2017","11:55:17",5,"Roosje","marginal-contact","Moniek"
"30/11/2017","12:15:13",7,"Moni","marginal-contact","Morami"
"30/11/2017","12:15:18",7,"Morami","marginal-contact","Gaby"
"30/11/2017","12:25:09",8,"Jimmie","marginal-contact","Fons"
"30/11/2017","12:25:12",8,"Raimee","marginal-contact","Roosje"
"30/11/2017","12:25:15",8,"Fons","marginal-contact","Giambo"
"30/11/2017","12:25:19",8,"Moni","marginal-contact","Gaby"
"30/11/2017","12:35:08",9,"Gaby","marginal-contact","Moni"
"30/11/2017","12:35:11",9,"Roosje","marginal-contact","Raimee"
"30/11/2017","12:35:16",9,"Jimmie","marginal-contact","Giambo"
"30/11/2017","12:35:28",9,"Tesua","marginal-contact","Jing"
"30/11/2017","12:45:11",10,"Gaby","marginal-contact","Moni"
"30/11/2017","12:45:22",10,"Jimmie","marginal-contact","Geisha"
"01/12/2017","9:45:24",1,"Giambo","marginal-contact","Raimee"
"01/12/2017","9:46:10",1,"Moniek","marginal-contact","Jing"
"01/12/2017","10:05:16",3,"Giambo","marginal-contact","Raimee"
"01/12/2017","10:05:20",3,"Raimee","marginal-contact","Roosje"
"01/12/2017","10:05:25",3,"Fons","marginal-contact","Raimee"
"01/12/2017","10:25:13",5,"Raimee","body-contact","Roosje"
"01/12/2017","10:35:12",6,"Giambo","body-contact","Raimee"
"01/12/2017","10:35:15",6,"Raimee","body-contact","Roosje"
"01/12/2017","10:45:10",7,"Giambo","marginal-contact","Raimee"
"01/12/2017","10:45:13",7,"Raimee","body-contact","Roosje"
"01/12/2017","10:55:15",8,"Raimee","marginal-contact","Roosje"
"01/12/2017","11:05:26",9,"Giambo","marginal-contact","Jing"
"01/12/2017","11:05:28",9,"Jing","marginal-contact","Moniek"
"01/12/2017","11:15:08",10,"Tushi","marginal-contact","Raimee"
"01/12/2017","11:15:12",10,"Raimee","body-contact","Roosje"
"04/12/2017","9:30:09",2,"Tesua","marginal-contact","Jing"
"04/12/2017","9:40:24",3,"Roosje","marginal-contact","Morami"
"04/12/2017","9:40:47",3,"Tesua","marginal-contact","Fons"
"04/12/2017","9:40:55",3,"Raimee","marginal-contact","Moniek"
"04/12/2017","9:40:59",3,"Morami","marginal-contact","Geisha"
"04/12/2017","9:41:11",3,"Jimmie","marginal-contact","Jing"
"04/12/2017","9:50:17",4,"Ghineau","body-contact","Tushi"
"04/12/2017","9:50:21",4,"Ghineau","marginal-contact","Fons"
"04/12/2017","9:50:24",4,"Fons","marginal-contact","Roosje"
"04/12/2017","9:50:31",4,"Fons","marginal-contact","Tushi"
"04/12/2017","10:00:14",5,"Fons","marginal-contact","Raimee"
"04/12/2017","10:00:17",5,"Roosje","body-contact","Raimee"
"04/12/2017","10:10:10",6,"Roosje","body-contact","Raimee"
"04/12/2017","10:10:17",6,"Raimee","marginal-contact","Fons"
"04/12/2017","10:20:13",7,"Roosje","body-contact","Raimee"
"04/12/2017","10:20:15",7,"Fons","marginal-contact","Raimee"
"04/12/2017","10:30:08",8,"Fons","marginal-contact","Giambo"
"04/12/2017","10:30:11",8,"Raimee","body-contact","Roosje"
"04/12/2017","10:40:12",9,"Fons","marginal-contact","Giambo"
"04/12/2017","10:40:16",9,"Roosje","marginal-contact","Raimee"
"04/12/2017","10:50:13",10,"Giambo","body-contact","Roosje"
"04/12/2017","10:50:16",10,"Moniek","body-contact","Tesua"
"07/12/2017","9:20:11",2,"Moniek","marginal-contact","Giambo"
"07/12/2017","9:20:14",2,"Morami","marginal-contact","Jing"
"07/12/2017","9:20:19",2,"Ghineau","marginal-contact","Gaby"
"07/12/2017","9:20:27",2,"Roosje","marginal-contact","Raimee"
"07/12/2017","9:40:12",4,"Giambo","marginal-contact","Roosje"
"07/12/2017","9:40:15",4,"Raimee","marginal-contact","Ghineau"
"07/12/2017","9:40:19",4,"Morami","marginal-contact","Jimmie"
"07/12/2017","9:50:08",5,"Ghineau","marginal-contact","Raimee"
"07/12/2017","10:10:35",7,"Jimmie","marginal-contact","Ghineau"
"07/12/2017","10:20:08",8,"Raimee","marginal-contact","Gaby"
"07/12/2017","10:30:09",9,"Roosje","marginal-contact","Tesua"
"07/12/2017","10:30:11",9,"Roosje","marginal-contact","Giambo"
"07/12/2017","10:30:16",9,"Giambo","marginal-contact","Tesua"
"07/12/2017","10:30:19",9,"Giambo","marginal-contact","Tushi"
"07/12/2017","10:30:22",9,"Giambo","marginal-contact","Raimee"
"07/12/2017","10:40:09",10,"Tesua","marginal-contact","Roosje"
"07/12/2017","10:40:20",10,"Roosje","marginal-contact","Giambo"
"07/12/2017","10:40:23",10,"Giambo","marginal-contact","Raimee"
"07/12/2017","10:40:30",10,"Giambo","marginal-contact","Tushi"
"08/12/2017","13:00:08",1,"Giambo","marginal-contact","Roosje"
"08/12/2017","13:00:11",1,"Giambo","marginal-contact","Tushi"
"08/12/2017","13:00:20",1,"Roosje","marginal-contact","Raimee"
"08/12/2017","13:10:16",2,"Giambo","marginal-contact","Tesua"
"08/12/2017","13:10:22",2,"Tushi","marginal-contact","Roosje"
"08/12/2017","13:10:26",2,"Ghineau","marginal-contact","Gaby"
"08/12/2017","13:30:10",4,"Raimee","marginal-contact","Morami"
"08/12/2017","13:30:13",4,"Raimee","marginal-contact","Geisha"
"08/12/2017","13:50:09",6,"Tushi","marginal-contact","Geisha"
"08/12/2017","13:50:22",6,"Giambo","marginal-contact","Gaby"
"08/12/2017","13:50:26",6,"Fons","marginal-contact","Jing"
"08/12/2017","13:50:28",6,"Jing","marginal-contact","Moniek"
"08/12/2017","14:00:24",7,"Morami","body-contact","Giambo"
"11/12/2017","10:40:45",1,"Tushi","marginal-contact","Jing"
"11/12/2017","10:41:02",1,"Gaby","marginal-contact","Tushi"
"11/12/2017","10:50:17",2,"Gaby","marginal-contact","Giambo"
"11/12/2017","10:50:29",2,"Giambo","marginal-contact","Roosje"
"11/12/2017","10:50:32",2,"Gaby","marginal-contact","Roosje"
"11/12/2017","11:00:21",3,"Gaby","marginal-contact","Roosje"
"11/12/2017","11:00:25",3,"Roosje","body-contact","Giambo"
"11/12/2017","11:00:28",3,"Giambo","marginal-contact","Tesua"
"11/12/2017","11:10:15",4,"Gaby","body-contact","Roosje"
"11/12/2017","11:10:18",4,"Roosje","body-contact","Giambo"
"11/12/2017","11:10:20",4,"Roosje","marginal-contact","Tushi"
"11/12/2017","11:10:23",4,"Tushi","marginal-contact","Giambo"
"11/12/2017","11:20:42",5,"Raimee","marginal-contact","Geisha"
"11/12/2017","11:20:46",5,"Raimee","body-contact","Giambo"
"11/12/2017","11:20:51",5,"Giambo","body-contact","Roosje"
"11/12/2017","11:20:56",5,"Roosje","marginal-contact","Tushi"
"11/12/2017","11:30:09",6,"Raimee","body-contact","Roosje"
"11/12/2017","11:30:12",6,"Roosje","body-contact","Giambo"
"11/12/2017","11:50:13",8,"Moni","marginal-contact","Ghineau"
"11/12/2017","11:50:21",8,"Moni","marginal-contact","Jing"
"11/12/2017","11:50:37",8,"Tushi","marginal-contact","Tesua"
"11/12/2017","11:50:42",8,"Tesua","marginal-contact","Geisha"
"11/12/2017","11:50:46",8,"Tesua","marginal-contact","Roosje"
"11/12/2017","12:00:12",9,"Giambo","marginal-contact","Roosje"
"11/12/2017","12:00:21",9,"Tesua","body-contact","Geisha"
"11/12/2017","12:00:24",9,"Tushi","marginal-contact","Tesua"
"11/12/2017","12:00:27",9,"Fons","marginal-contact","Jing"
"11/12/2017","12:00:29",9,"Jing","marginal-contact","Ghineau"
"11/12/2017","12:10:21",10,"Roosje","marginal-contact","Geisha"
"11/12/2017","12:10:24",10,"Tushi","marginal-contact","Roosje"
"11/12/2017","12:10:35",10,"Jing","marginal-contact","Fons"
"12/12/2017","13:05:13",1,"Giambo","marginal-contact","Roosje"
"12/12/2017","13:05:18",1,"Raimee","marginal-contact","Roosje"
"12/12/2017","13:05:26",1,"Fons","marginal-contact","Moniek"
"12/12/2017","13:15:10",2,"Gaby","marginal-contact","Moni"
"12/12/2017","13:15:15",2,"Gaby","marginal-contact","Tushi"
"12/12/2017","13:15:28",2,"Ghineau","body-contact","Giambo"
"12/12/2017","13:15:36",2,"Giambo","marginal-contact","Roosje"
"12/12/2017","13:15:43",2,"Giambo","marginal-contact","Morami"
"12/12/2017","13:15:46",2,"Raimee","marginal-contact","Roosje"
"12/12/2017","13:35:15",4,"Raimee","marginal-contact","Tushi"
"12/12/2017","13:35:21",4,"Ghineau","marginal-contact","Tesua"
"12/12/2017","13:45:06",5,"Jing","marginal-contact","Gaby"
"12/12/2017","13:45:08",5,"Jing","marginal-contact","Ghineau"
"12/12/2017","13:55:08",6,"Tushi","marginal-contact","Gaby"
"12/12/2017","13:55:12",6,"Giambo","marginal-contact","Roosje"
"12/12/2017","13:55:17",6,"Moni","marginal-contact","Giambo"
"12/12/2017","13:55:23",6,"Ghineau","marginal-contact","Fons"
"12/12/2017","13:55:31",6,"Roosje","marginal-contact","Raimee"
"12/12/2017","14:05:12",7,"Giambo","marginal-contact","Moni"
"12/12/2017","14:05:15",7,"Giambo","marginal-contact","Roosje"
"12/12/2017","14:05:19",7,"Roosje","body-contact","Raimee"
"12/12/2017","14:15:10",8,"Erika","marginal-contact","Gaby"
"12/12/2017","14:15:29",8,"Morami","marginal-contact","Fons"
"12/12/2017","14:25:21",9,"Giambo","marginal-contact","Raimee"
"12/12/2017","14:25:29",9,"Ghineau","marginal-contact","Giambo"
"12/12/2017","14:25:32",9,"Moni","marginal-contact","Raimee"
"12/12/2017","14:25:36",9,"Moni","marginal-contact","Ghineau"
"12/12/2017","14:25:41",9,"Tesua","body-contact","Jimmie"
"12/12/2017","14:35:16",10,"Giambo","marginal-contact","Erika"
"12/12/2017","14:35:31",10,"Raimee","marginal-contact","Giambo"
"12/12/2017","14:35:35",10,"Moni","marginal-contact","Raimee"
"12/12/2017","14:35:40",10,"Tesua","marginal-contact","Jimmie"
"14/12/2017","11:15:14",1,"Tushi","marginal-contact","Gaby"
"14/12/2017","11:15:15",1,"Tesua","marginal-contact","Morami"
"14/12/2017","11:25:11",2,"Raimee","marginal-contact","Roosje"
"14/12/2017","11:25:15",2,"Tesua","marginal-contact","Morami"
"14/12/2017","11:35:14",3,"Jimmie","marginal-contact","Roosje"
"14/12/2017","11:35:17",3,"Roosje","body-contact","Giambo"
"14/12/2017","11:35:21",3,"Tesua","marginal-contact","Roosje"
"14/12/2017","11:35:29",3,"Moni","marginal-contact","Gaby"
"14/12/2017","11:35:36",3,"Tushi","marginal-contact","Gaby"
"14/12/2017","11:45:11",4,"Jing","marginal-contact","Raimee"
"14/12/2017","11:45:13",4,"Raimee","marginal-contact","Roosje"
"14/12/2017","11:45:16",4,"Roosje","marginal-contact","Fons"
"14/12/2017","11:45:20",4,"Roosje","body-contact","Giambo"
"14/12/2017","11:45:23",4,"Giambo","marginal-contact","Fons"
"14/12/2017","11:45:26",4,"Giambo","marginal-contact","Ghineau"
"14/12/2017","11:45:28",4,"Fons","marginal-contact","Ghineau"
"14/12/2017","11:45:31",4,"Tesua","marginal-contact","Morami"
"14/12/2017","11:55:08",5,"Raimee","marginal-contact","Roosje"
"14/12/2017","11:55:11",5,"Fons","marginal-contact","Roosje"
"14/12/2017","11:55:14",5,"Roosje","marginal-contact","Giambo"
"14/12/2017","11:55:17",5,"Fons","marginal-contact","Jing"
"14/12/2017","11:55:25",5,"Jing","marginal-contact","Ghineau"
"14/12/2017","12:05:08",6,"Tushi","marginal-contact","Gaby"
"14/12/2017","12:05:11",6,"Raimee","marginal-contact","Roosje"
"14/12/2017","12:05:13",6,"Roosje","marginal-contact","Giambo"
"14/12/2017","12:05:15",6,"Giambo","marginal-contact","Ghineau"
"14/12/2017","12:05:18",6,"Ghineau","marginal-contact","Jing"
"14/12/2017","12:05:22",6,"Tesua","marginal-contact","Morami"
"14/12/2017","12:15:10",7,"Raimee","marginal-contact","Roosje"
"14/12/2017","12:15:12",7,"Roosje","marginal-contact","Giambo"
"14/12/2017","12:15:15",7,"Giambo","marginal-contact","Ghineau"
"14/12/2017","12:15:17",7,"Ghineau","marginal-contact","Jing"
"14/12/2017","12:15:20",7,"Tesua","marginal-contact","Morami"
"14/12/2017","12:25:22",8,"Giambo","marginal-contact","Morami"
"14/12/2017","12:35:08",9,"Roosje","marginal-contact","Jimmie"
"14/12/2017","12:35:24",9,"Giambo","marginal-contact","Gaby"
"14/12/2017","12:35:30",9,"Giambo","marginal-contact","Morami"
"14/12/2017","12:35:33",9,"Tushi","marginal-contact","Gaby"
"14/12/2017","12:45:06",10,"Tesua","marginal-contact","Jimmie"
"14/12/2017","12:45:09",10,"Jimmie","marginal-contact","Giambo"
"14/12/2017","12:45:12",10,"Giambo","marginal-contact","Tushi"
"14/12/2017","12:45:14",10,"Tushi","marginal-contact","Roosje"
"14/12/2017","12:45:16",10,"Roosje","marginal-contact","Tesua"
"14/12/2017","12:45:20",10,"Tushi","marginal-contact","Gaby"
"14/12/2017","12:45:22",10,"Gaby","marginal-contact","Raimee"
"14/12/2017","12:45:24",10,"Raimee","marginal-contact","Erika"
"15/12/2017","9:50:09",1,"Giambo","marginal-contact","Gaby"
"15/12/2017","9:50:11",1,"Gaby","marginal-contact","Tushi"
"15/12/2017","9:50:15",1,"Tushi","marginal-contact","Giambo"
"15/12/2017","10:00:10",2,"Tushi","marginal-contact","Gaby"
"15/12/2017","10:00:24",2,"Moniek","marginal-contact","Jimmie"
"15/12/2017","10:00:27",2,"Jimmie","marginal-contact","Roosje"
"15/12/2017","10:00:30",2,"Roosje","marginal-contact","Jing"
"15/12/2017","10:00:39",2,"Ghineau","marginal-contact","Geisha"
"15/12/2017","10:10:09",3,"Ghineau","marginal-contact","Fons"
